,Country,GDP
2016-05-25,Saudi Arabia,1.003435128
2016-05-26,Saudi Arabia,1.003435128
2016-05-27,Saudi Arabia,1.003435128
2016-05-28,Saudi Arabia,1.003435128
2016-05-29,Saudi Arabia,1.003435128
2016-05-30,Saudi Arabia,1.003435128
2016-05-31,Saudi Arabia,1.003435128
2016-06-01,Saudi Arabia,1.003435128
2016-06-02,Saudi Arabia,1.003435128
2016-06-03,Saudi Arabia,1.003435128
2016-06-04,Saudi Arabia,1.003435128
2016-06-05,Saudi Arabia,1.003435128
2016-06-06,Saudi Arabia,1.003435128
2016-06-07,Saudi Arabia,1.003435128
2016-06-08,Saudi Arabia,1.003435128
2016-06-09,Saudi Arabia,1.003435128
2016-06-10,Saudi Arabia,1.003435128
2016-06-11,Saudi Arabia,1.003435128
2016-06-12,Saudi Arabia,1.003435128
2016-06-13,Saudi Arabia,1.003435128
2016-06-14,Saudi Arabia,1.003435128
2016-06-15,Saudi Arabia,1.003435128
2016-06-16,Saudi Arabia,1.003435128
2016-06-17,Saudi Arabia,1.003435128
2016-06-18,Saudi Arabia,1.003435128
2016-06-19,Saudi Arabia,1.003435128
2016-06-20,Saudi Arabia,1.003435128
2016-06-21,Saudi Arabia,1.003435128
2016-06-22,Saudi Arabia,1.003435128
2016-06-23,Saudi Arabia,1.003435128
2016-06-24,Saudi Arabia,1.003435128
2016-06-25,Saudi Arabia,1.003435128
2016-06-26,Saudi Arabia,1.003435128
2016-06-27,Saudi Arabia,1.003435128
2016-06-28,Saudi Arabia,1.003435128
2016-06-29,Saudi Arabia,1.003435128
2016-06-30,Saudi Arabia,1.003435128
2016-07-01,Saudi Arabia,-0.646166247
2016-07-02,Saudi Arabia,-0.646166247
2016-07-03,Saudi Arabia,-0.646166247
2016-07-04,Saudi Arabia,-0.646166247
2016-07-05,Saudi Arabia,-0.646166247
2016-07-06,Saudi Arabia,-0.646166247
2016-07-07,Saudi Arabia,-0.646166247
2016-07-08,Saudi Arabia,-0.646166247
2016-07-09,Saudi Arabia,-0.646166247
2016-07-10,Saudi Arabia,-0.646166247
2016-07-11,Saudi Arabia,-0.646166247
2016-07-12,Saudi Arabia,-0.646166247
2016-07-13,Saudi Arabia,-0.646166247
2016-07-14,Saudi Arabia,-0.646166247
2016-07-15,Saudi Arabia,-0.646166247
2016-07-16,Saudi Arabia,-0.646166247
2016-07-17,Saudi Arabia,-0.646166247
2016-07-18,Saudi Arabia,-0.646166247
2016-07-19,Saudi Arabia,-0.646166247
2016-07-20,Saudi Arabia,-0.646166247
2016-07-21,Saudi Arabia,-0.646166247
2016-07-22,Saudi Arabia,-0.646166247
2016-07-23,Saudi Arabia,-0.646166247
2016-07-24,Saudi Arabia,-0.646166247
2016-07-25,Saudi Arabia,-0.646166247
2016-07-26,Saudi Arabia,-0.646166247
2016-07-27,Saudi Arabia,-0.646166247
2016-07-28,Saudi Arabia,-0.646166247
2016-07-29,Saudi Arabia,-0.646166247
2016-07-30,Saudi Arabia,-0.646166247
2016-07-31,Saudi Arabia,-0.646166247
2016-08-01,Saudi Arabia,-0.646166247
2016-08-02,Saudi Arabia,-0.646166247
2016-08-03,Saudi Arabia,-0.646166247
2016-08-04,Saudi Arabia,-0.646166247
2016-08-05,Saudi Arabia,-0.646166247
2016-08-06,Saudi Arabia,-0.646166247
2016-08-07,Saudi Arabia,-0.646166247
2016-08-08,Saudi Arabia,-0.646166247
2016-08-09,Saudi Arabia,-0.646166247
2016-08-10,Saudi Arabia,-0.646166247
2016-08-11,Saudi Arabia,-0.646166247
2016-08-12,Saudi Arabia,-0.646166247
2016-08-13,Saudi Arabia,-0.646166247
2016-08-14,Saudi Arabia,-0.646166247
2016-08-15,Saudi Arabia,-0.646166247
2016-08-16,Saudi Arabia,-0.646166247
2016-08-17,Saudi Arabia,-0.646166247
2016-08-18,Saudi Arabia,-0.646166247
2016-08-19,Saudi Arabia,-0.646166247
2016-08-20,Saudi Arabia,-0.646166247
2016-08-21,Saudi Arabia,-0.646166247
2016-08-22,Saudi Arabia,-0.646166247
2016-08-23,Saudi Arabia,-0.646166247
2016-08-24,Saudi Arabia,-0.646166247
2016-08-25,Saudi Arabia,-0.646166247
2016-08-26,Saudi Arabia,-0.646166247
2016-08-27,Saudi Arabia,-0.646166247
2016-08-28,Saudi Arabia,-0.646166247
2016-08-29,Saudi Arabia,-0.646166247
2016-08-30,Saudi Arabia,-0.646166247
2016-08-31,Saudi Arabia,-0.646166247
2016-09-01,Saudi Arabia,-0.646166247
2016-09-02,Saudi Arabia,-0.646166247
2016-09-03,Saudi Arabia,-0.646166247
2016-09-04,Saudi Arabia,-0.646166247
2016-09-05,Saudi Arabia,-0.646166247
2016-09-06,Saudi Arabia,-0.646166247
2016-09-07,Saudi Arabia,-0.646166247
2016-09-08,Saudi Arabia,-0.646166247
2016-09-09,Saudi Arabia,-0.646166247
2016-09-10,Saudi Arabia,-0.646166247
2016-09-11,Saudi Arabia,-0.646166247
2016-09-12,Saudi Arabia,-0.646166247
2016-09-13,Saudi Arabia,-0.646166247
2016-09-14,Saudi Arabia,-0.646166247
2016-09-15,Saudi Arabia,-0.646166247
2016-09-16,Saudi Arabia,-0.646166247
2016-09-17,Saudi Arabia,-0.646166247
2016-09-18,Saudi Arabia,-0.646166247
2016-09-19,Saudi Arabia,-0.646166247
2016-09-20,Saudi Arabia,-0.646166247
2016-09-21,Saudi Arabia,-0.646166247
2016-09-22,Saudi Arabia,-0.646166247
2016-09-23,Saudi Arabia,-0.646166247
2016-09-24,Saudi Arabia,-0.646166247
2016-09-25,Saudi Arabia,-0.646166247
2016-09-26,Saudi Arabia,-0.646166247
2016-09-27,Saudi Arabia,-0.646166247
2016-09-28,Saudi Arabia,-0.646166247
2016-09-29,Saudi Arabia,-0.646166247
2016-09-30,Saudi Arabia,-0.646166247
2016-10-01,Saudi Arabia,1.586914566
2016-10-02,Saudi Arabia,1.586914566
2016-10-03,Saudi Arabia,1.586914566
2016-10-04,Saudi Arabia,1.586914566
2016-10-05,Saudi Arabia,1.586914566
2016-10-06,Saudi Arabia,1.586914566
2016-10-07,Saudi Arabia,1.586914566
2016-10-08,Saudi Arabia,1.586914566
2016-10-09,Saudi Arabia,1.586914566
2016-10-10,Saudi Arabia,1.586914566
2016-10-11,Saudi Arabia,1.586914566
2016-10-12,Saudi Arabia,1.586914566
2016-10-13,Saudi Arabia,1.586914566
2016-10-14,Saudi Arabia,1.586914566
2016-10-15,Saudi Arabia,1.586914566
2016-10-16,Saudi Arabia,1.586914566
2016-10-17,Saudi Arabia,1.586914566
2016-10-18,Saudi Arabia,1.586914566
2016-10-19,Saudi Arabia,1.586914566
2016-10-20,Saudi Arabia,1.586914566
2016-10-21,Saudi Arabia,1.586914566
2016-10-22,Saudi Arabia,1.586914566
2016-10-23,Saudi Arabia,1.586914566
2016-10-24,Saudi Arabia,1.586914566
2016-10-25,Saudi Arabia,1.586914566
2016-10-26,Saudi Arabia,1.586914566
2016-10-27,Saudi Arabia,1.586914566
2016-10-28,Saudi Arabia,1.586914566
2016-10-29,Saudi Arabia,1.586914566
2016-10-30,Saudi Arabia,1.586914566
2016-10-31,Saudi Arabia,1.586914566
2016-11-01,Saudi Arabia,1.586914566
2016-11-02,Saudi Arabia,1.586914566
2016-11-03,Saudi Arabia,1.586914566
2016-11-04,Saudi Arabia,1.586914566
2016-11-05,Saudi Arabia,1.586914566
2016-11-06,Saudi Arabia,1.586914566
2016-11-07,Saudi Arabia,1.586914566
2016-11-08,Saudi Arabia,1.586914566
2016-11-09,Saudi Arabia,1.586914566
2016-11-10,Saudi Arabia,1.586914566
2016-11-11,Saudi Arabia,1.586914566
2016-11-12,Saudi Arabia,1.586914566
2016-11-13,Saudi Arabia,1.586914566
2016-11-14,Saudi Arabia,1.586914566
2016-11-15,Saudi Arabia,1.586914566
2016-11-16,Saudi Arabia,1.586914566
2016-11-17,Saudi Arabia,1.586914566
2016-11-18,Saudi Arabia,1.586914566
2016-11-19,Saudi Arabia,1.586914566
2016-11-20,Saudi Arabia,1.586914566
2016-11-21,Saudi Arabia,1.586914566
2016-11-22,Saudi Arabia,1.586914566
2016-11-23,Saudi Arabia,1.586914566
2016-11-24,Saudi Arabia,1.586914566
2016-11-25,Saudi Arabia,1.586914566
2016-11-26,Saudi Arabia,1.586914566
2016-11-27,Saudi Arabia,1.586914566
2016-11-28,Saudi Arabia,1.586914566
2016-11-29,Saudi Arabia,1.586914566
2016-11-30,Saudi Arabia,1.586914566
2016-12-01,Saudi Arabia,1.586914566
2016-12-02,Saudi Arabia,1.586914566
2016-12-03,Saudi Arabia,1.586914566
2016-12-04,Saudi Arabia,1.586914566
2016-12-05,Saudi Arabia,1.586914566
2016-12-06,Saudi Arabia,1.586914566
2016-12-07,Saudi Arabia,1.586914566
2016-12-08,Saudi Arabia,1.586914566
2016-12-09,Saudi Arabia,1.586914566
2016-12-10,Saudi Arabia,1.586914566
2016-12-11,Saudi Arabia,1.586914566
2016-12-12,Saudi Arabia,1.586914566
2016-12-13,Saudi Arabia,1.586914566
2016-12-14,Saudi Arabia,1.586914566
2016-12-15,Saudi Arabia,1.586914566
2016-12-16,Saudi Arabia,1.586914566
2016-12-17,Saudi Arabia,1.586914566
2016-12-18,Saudi Arabia,1.586914566
2016-12-19,Saudi Arabia,1.586914566
2016-12-20,Saudi Arabia,1.586914566
2016-12-21,Saudi Arabia,1.586914566
2016-12-22,Saudi Arabia,1.586914566
2016-12-23,Saudi Arabia,1.586914566
2016-12-24,Saudi Arabia,1.586914566
2016-12-25,Saudi Arabia,1.586914566
2016-12-26,Saudi Arabia,1.586914566
2016-12-27,Saudi Arabia,1.586914566
2016-12-28,Saudi Arabia,1.586914566
2016-12-29,Saudi Arabia,1.586914566
2016-12-30,Saudi Arabia,1.586914566
2016-12-31,Saudi Arabia,1.586914566
2017-01-01,Saudi Arabia,-0.992472384
2017-01-02,Saudi Arabia,-0.992472384
2017-01-03,Saudi Arabia,-0.992472384
2017-01-04,Saudi Arabia,-0.992472384
2017-01-05,Saudi Arabia,-0.992472384
2017-01-06,Saudi Arabia,-0.992472384
2017-01-07,Saudi Arabia,-0.992472384
2017-01-08,Saudi Arabia,-0.992472384
2017-01-09,Saudi Arabia,-0.992472384
2017-01-10,Saudi Arabia,-0.992472384
2017-01-11,Saudi Arabia,-0.992472384
2017-01-12,Saudi Arabia,-0.992472384
2017-01-13,Saudi Arabia,-0.992472384
2017-01-14,Saudi Arabia,-0.992472384
2017-01-15,Saudi Arabia,-0.992472384
2017-01-16,Saudi Arabia,-0.992472384
2017-01-17,Saudi Arabia,-0.992472384
2017-01-18,Saudi Arabia,-0.992472384
2017-01-19,Saudi Arabia,-0.992472384
2017-01-20,Saudi Arabia,-0.992472384
2017-01-21,Saudi Arabia,-0.992472384
2017-01-22,Saudi Arabia,-0.992472384
2017-01-23,Saudi Arabia,-0.992472384
2017-01-24,Saudi Arabia,-0.992472384
2017-01-25,Saudi Arabia,-0.992472384
2017-01-26,Saudi Arabia,-0.992472384
2017-01-27,Saudi Arabia,-0.992472384
2017-01-28,Saudi Arabia,-0.992472384
2017-01-29,Saudi Arabia,-0.992472384
2017-01-30,Saudi Arabia,-0.992472384
2017-01-31,Saudi Arabia,-0.992472384
2017-02-01,Saudi Arabia,-0.992472384
2017-02-02,Saudi Arabia,-0.992472384
2017-02-03,Saudi Arabia,-0.992472384
2017-02-04,Saudi Arabia,-0.992472384
2017-02-05,Saudi Arabia,-0.992472384
2017-02-06,Saudi Arabia,-0.992472384
2017-02-07,Saudi Arabia,-0.992472384
2017-02-08,Saudi Arabia,-0.992472384
2017-02-09,Saudi Arabia,-0.992472384
2017-02-10,Saudi Arabia,-0.992472384
2017-02-11,Saudi Arabia,-0.992472384
2017-02-12,Saudi Arabia,-0.992472384
2017-02-13,Saudi Arabia,-0.992472384
2017-02-14,Saudi Arabia,-0.992472384
2017-02-15,Saudi Arabia,-0.992472384
2017-02-16,Saudi Arabia,-0.992472384
2017-02-17,Saudi Arabia,-0.992472384
2017-02-18,Saudi Arabia,-0.992472384
2017-02-19,Saudi Arabia,-0.992472384
2017-02-20,Saudi Arabia,-0.992472384
2017-02-21,Saudi Arabia,-0.992472384
2017-02-22,Saudi Arabia,-0.992472384
2017-02-23,Saudi Arabia,-0.992472384
2017-02-24,Saudi Arabia,-0.992472384
2017-02-25,Saudi Arabia,-0.992472384
2017-02-26,Saudi Arabia,-0.992472384
2017-02-27,Saudi Arabia,-0.992472384
2017-02-28,Saudi Arabia,-0.992472384
2017-03-01,Saudi Arabia,-0.992472384
2017-03-02,Saudi Arabia,-0.992472384
2017-03-03,Saudi Arabia,-0.992472384
2017-03-04,Saudi Arabia,-0.992472384
2017-03-05,Saudi Arabia,-0.992472384
2017-03-06,Saudi Arabia,-0.992472384
2017-03-07,Saudi Arabia,-0.992472384
2017-03-08,Saudi Arabia,-0.992472384
2017-03-09,Saudi Arabia,-0.992472384
2017-03-10,Saudi Arabia,-0.992472384
2017-03-11,Saudi Arabia,-0.992472384
2017-03-12,Saudi Arabia,-0.992472384
2017-03-13,Saudi Arabia,-0.992472384
2017-03-14,Saudi Arabia,-0.992472384
2017-03-15,Saudi Arabia,-0.992472384
2017-03-16,Saudi Arabia,-0.992472384
2017-03-17,Saudi Arabia,-0.992472384
2017-03-18,Saudi Arabia,-0.992472384
2017-03-19,Saudi Arabia,-0.992472384
2017-03-20,Saudi Arabia,-0.992472384
2017-03-21,Saudi Arabia,-0.992472384
2017-03-22,Saudi Arabia,-0.992472384
2017-03-23,Saudi Arabia,-0.992472384
2017-03-24,Saudi Arabia,-0.992472384
2017-03-25,Saudi Arabia,-0.992472384
2017-03-26,Saudi Arabia,-0.992472384
2017-03-27,Saudi Arabia,-0.992472384
2017-03-28,Saudi Arabia,-0.992472384
2017-03-29,Saudi Arabia,-0.992472384
2017-03-30,Saudi Arabia,-0.992472384
2017-03-31,Saudi Arabia,-0.992472384
2017-04-01,Saudi Arabia,0.634452703
2017-04-02,Saudi Arabia,0.634452703
2017-04-03,Saudi Arabia,0.634452703
2017-04-04,Saudi Arabia,0.634452703
2017-04-05,Saudi Arabia,0.634452703
2017-04-06,Saudi Arabia,0.634452703
2017-04-07,Saudi Arabia,0.634452703
2017-04-08,Saudi Arabia,0.634452703
2017-04-09,Saudi Arabia,0.634452703
2017-04-10,Saudi Arabia,0.634452703
2017-04-11,Saudi Arabia,0.634452703
2017-04-12,Saudi Arabia,0.634452703
2017-04-13,Saudi Arabia,0.634452703
2017-04-14,Saudi Arabia,0.634452703
2017-04-15,Saudi Arabia,0.634452703
2017-04-16,Saudi Arabia,0.634452703
2017-04-17,Saudi Arabia,0.634452703
2017-04-18,Saudi Arabia,0.634452703
2017-04-19,Saudi Arabia,0.634452703
2017-04-20,Saudi Arabia,0.634452703
2017-04-21,Saudi Arabia,0.634452703
2017-04-22,Saudi Arabia,0.634452703
2017-04-23,Saudi Arabia,0.634452703
2017-04-24,Saudi Arabia,0.634452703
2017-04-25,Saudi Arabia,0.634452703
2017-04-26,Saudi Arabia,0.634452703
2017-04-27,Saudi Arabia,0.634452703
2017-04-28,Saudi Arabia,0.634452703
2017-04-29,Saudi Arabia,0.634452703
2017-04-30,Saudi Arabia,0.634452703
2017-05-01,Saudi Arabia,0.634452703
2017-05-02,Saudi Arabia,0.634452703
2017-05-03,Saudi Arabia,0.634452703
2017-05-04,Saudi Arabia,0.634452703
2017-05-05,Saudi Arabia,0.634452703
2017-05-06,Saudi Arabia,0.634452703
2017-05-07,Saudi Arabia,0.634452703
2017-05-08,Saudi Arabia,0.634452703
2017-05-09,Saudi Arabia,0.634452703
2017-05-10,Saudi Arabia,0.634452703
2017-05-11,Saudi Arabia,0.634452703
2017-05-12,Saudi Arabia,0.634452703
2017-05-13,Saudi Arabia,0.634452703
2017-05-14,Saudi Arabia,0.634452703
2017-05-15,Saudi Arabia,0.634452703
2017-05-16,Saudi Arabia,0.634452703
2017-05-17,Saudi Arabia,0.634452703
2017-05-18,Saudi Arabia,0.634452703
2017-05-19,Saudi Arabia,0.634452703
2017-05-20,Saudi Arabia,0.634452703
2017-05-21,Saudi Arabia,0.634452703
2017-05-22,Saudi Arabia,0.634452703
2017-05-23,Saudi Arabia,0.634452703
2017-05-24,Saudi Arabia,0.634452703
2017-05-25,Saudi Arabia,0.634452703
2017-05-26,Saudi Arabia,0.634452703
2017-05-27,Saudi Arabia,0.634452703
2017-05-28,Saudi Arabia,0.634452703
2017-05-29,Saudi Arabia,0.634452703
2017-05-30,Saudi Arabia,0.634452703
2017-05-31,Saudi Arabia,0.634452703
2017-06-01,Saudi Arabia,0.634452703
2017-06-02,Saudi Arabia,0.634452703
2017-06-03,Saudi Arabia,0.634452703
2017-06-04,Saudi Arabia,0.634452703
2017-06-05,Saudi Arabia,0.634452703
2017-06-06,Saudi Arabia,0.634452703
2017-06-07,Saudi Arabia,0.634452703
2017-06-08,Saudi Arabia,0.634452703
2017-06-09,Saudi Arabia,0.634452703
2017-06-10,Saudi Arabia,0.634452703
2017-06-11,Saudi Arabia,0.634452703
2017-06-12,Saudi Arabia,0.634452703
2017-06-13,Saudi Arabia,0.634452703
2017-06-14,Saudi Arabia,0.634452703
2017-06-15,Saudi Arabia,0.634452703
2017-06-16,Saudi Arabia,0.634452703
2017-06-17,Saudi Arabia,0.634452703
2017-06-18,Saudi Arabia,0.634452703
2017-06-19,Saudi Arabia,0.634452703
2017-06-20,Saudi Arabia,0.634452703
2017-06-21,Saudi Arabia,0.634452703
2017-06-22,Saudi Arabia,0.634452703
2017-06-23,Saudi Arabia,0.634452703
2017-06-24,Saudi Arabia,0.634452703
2017-06-25,Saudi Arabia,0.634452703
2017-06-26,Saudi Arabia,0.634452703
2017-06-27,Saudi Arabia,0.634452703
2017-06-28,Saudi Arabia,0.634452703
2017-06-29,Saudi Arabia,0.634452703
2017-06-30,Saudi Arabia,0.634452703
2017-07-01,Saudi Arabia,0.975239441
2017-07-02,Saudi Arabia,0.975239441
2017-07-03,Saudi Arabia,0.975239441
2017-07-04,Saudi Arabia,0.975239441
2017-07-05,Saudi Arabia,0.975239441
2017-07-06,Saudi Arabia,0.975239441
2017-07-07,Saudi Arabia,0.975239441
2017-07-08,Saudi Arabia,0.975239441
2017-07-09,Saudi Arabia,0.975239441
2017-07-10,Saudi Arabia,0.975239441
2017-07-11,Saudi Arabia,0.975239441
2017-07-12,Saudi Arabia,0.975239441
2017-07-13,Saudi Arabia,0.975239441
2017-07-14,Saudi Arabia,0.975239441
2017-07-15,Saudi Arabia,0.975239441
2017-07-16,Saudi Arabia,0.975239441
2017-07-17,Saudi Arabia,0.975239441
2017-07-18,Saudi Arabia,0.975239441
2017-07-19,Saudi Arabia,0.975239441
2017-07-20,Saudi Arabia,0.975239441
2017-07-21,Saudi Arabia,0.975239441
2017-07-22,Saudi Arabia,0.975239441
2017-07-23,Saudi Arabia,0.975239441
2017-07-24,Saudi Arabia,0.975239441
2017-07-25,Saudi Arabia,0.975239441
2017-07-26,Saudi Arabia,0.975239441
2017-07-27,Saudi Arabia,0.975239441
2017-07-28,Saudi Arabia,0.975239441
2017-07-29,Saudi Arabia,0.975239441
2017-07-30,Saudi Arabia,0.975239441
2017-07-31,Saudi Arabia,0.975239441
2017-08-01,Saudi Arabia,0.975239441
2017-08-02,Saudi Arabia,0.975239441
2017-08-03,Saudi Arabia,0.975239441
2017-08-04,Saudi Arabia,0.975239441
2017-08-05,Saudi Arabia,0.975239441
2017-08-06,Saudi Arabia,0.975239441
2017-08-07,Saudi Arabia,0.975239441
2017-08-08,Saudi Arabia,0.975239441
2017-08-09,Saudi Arabia,0.975239441
2017-08-10,Saudi Arabia,0.975239441
2017-08-11,Saudi Arabia,0.975239441
2017-08-12,Saudi Arabia,0.975239441
2017-08-13,Saudi Arabia,0.975239441
2017-08-14,Saudi Arabia,0.975239441
2017-08-15,Saudi Arabia,0.975239441
2017-08-16,Saudi Arabia,0.975239441
2017-08-17,Saudi Arabia,0.975239441
2017-08-18,Saudi Arabia,0.975239441
2017-08-19,Saudi Arabia,0.975239441
2017-08-20,Saudi Arabia,0.975239441
2017-08-21,Saudi Arabia,0.975239441
2017-08-22,Saudi Arabia,0.975239441
2017-08-23,Saudi Arabia,0.975239441
2017-08-24,Saudi Arabia,0.975239441
2017-08-25,Saudi Arabia,0.975239441
2017-08-26,Saudi Arabia,0.975239441
2017-08-27,Saudi Arabia,0.975239441
2017-08-28,Saudi Arabia,0.975239441
2017-08-29,Saudi Arabia,0.975239441
2017-08-30,Saudi Arabia,0.975239441
2017-08-31,Saudi Arabia,0.975239441
2017-09-01,Saudi Arabia,0.975239441
2017-09-02,Saudi Arabia,0.975239441
2017-09-03,Saudi Arabia,0.975239441
2017-09-04,Saudi Arabia,0.975239441
2017-09-05,Saudi Arabia,0.975239441
2017-09-06,Saudi Arabia,0.975239441
2017-09-07,Saudi Arabia,0.975239441
2017-09-08,Saudi Arabia,0.975239441
2017-09-09,Saudi Arabia,0.975239441
2017-09-10,Saudi Arabia,0.975239441
2017-09-11,Saudi Arabia,0.975239441
2017-09-12,Saudi Arabia,0.975239441
2017-09-13,Saudi Arabia,0.975239441
2017-09-14,Saudi Arabia,0.975239441
2017-09-15,Saudi Arabia,0.975239441
2017-09-16,Saudi Arabia,0.975239441
2017-09-17,Saudi Arabia,0.975239441
2017-09-18,Saudi Arabia,0.975239441
2017-09-19,Saudi Arabia,0.975239441
2017-09-20,Saudi Arabia,0.975239441
2017-09-21,Saudi Arabia,0.975239441
2017-09-22,Saudi Arabia,0.975239441
2017-09-23,Saudi Arabia,0.975239441
2017-09-24,Saudi Arabia,0.975239441
2017-09-25,Saudi Arabia,0.975239441
2017-09-26,Saudi Arabia,0.975239441
2017-09-27,Saudi Arabia,0.975239441
2017-09-28,Saudi Arabia,0.975239441
2017-09-29,Saudi Arabia,0.975239441
2017-09-30,Saudi Arabia,0.975239441
2017-10-01,Saudi Arabia,-0.17868231
2017-10-02,Saudi Arabia,-0.17868231
2017-10-03,Saudi Arabia,-0.17868231
2017-10-04,Saudi Arabia,-0.17868231
2017-10-05,Saudi Arabia,-0.17868231
2017-10-06,Saudi Arabia,-0.17868231
2017-10-07,Saudi Arabia,-0.17868231
2017-10-08,Saudi Arabia,-0.17868231
2017-10-09,Saudi Arabia,-0.17868231
2017-10-10,Saudi Arabia,-0.17868231
2017-10-11,Saudi Arabia,-0.17868231
2017-10-12,Saudi Arabia,-0.17868231
2017-10-13,Saudi Arabia,-0.17868231
2017-10-14,Saudi Arabia,-0.17868231
2017-10-15,Saudi Arabia,-0.17868231
2017-10-16,Saudi Arabia,-0.17868231
2017-10-17,Saudi Arabia,-0.17868231
2017-10-18,Saudi Arabia,-0.17868231
2017-10-19,Saudi Arabia,-0.17868231
2017-10-20,Saudi Arabia,-0.17868231
2017-10-21,Saudi Arabia,-0.17868231
2017-10-22,Saudi Arabia,-0.17868231
2017-10-23,Saudi Arabia,-0.17868231
2017-10-24,Saudi Arabia,-0.17868231
2017-10-25,Saudi Arabia,-0.17868231
2017-10-26,Saudi Arabia,-0.17868231
2017-10-27,Saudi Arabia,-0.17868231
2017-10-28,Saudi Arabia,-0.17868231
2017-10-29,Saudi Arabia,-0.17868231
2017-10-30,Saudi Arabia,-0.17868231
2017-10-31,Saudi Arabia,-0.17868231
2017-11-01,Saudi Arabia,-0.17868231
2017-11-02,Saudi Arabia,-0.17868231
2017-11-03,Saudi Arabia,-0.17868231
2017-11-04,Saudi Arabia,-0.17868231
2017-11-05,Saudi Arabia,-0.17868231
2017-11-06,Saudi Arabia,-0.17868231
2017-11-07,Saudi Arabia,-0.17868231
2017-11-08,Saudi Arabia,-0.17868231
2017-11-09,Saudi Arabia,-0.17868231
2017-11-10,Saudi Arabia,-0.17868231
2017-11-11,Saudi Arabia,-0.17868231
2017-11-12,Saudi Arabia,-0.17868231
2017-11-13,Saudi Arabia,-0.17868231
2017-11-14,Saudi Arabia,-0.17868231
2017-11-15,Saudi Arabia,-0.17868231
2017-11-16,Saudi Arabia,-0.17868231
2017-11-17,Saudi Arabia,-0.17868231
2017-11-18,Saudi Arabia,-0.17868231
2017-11-19,Saudi Arabia,-0.17868231
2017-11-20,Saudi Arabia,-0.17868231
2017-11-21,Saudi Arabia,-0.17868231
2017-11-22,Saudi Arabia,-0.17868231
2017-11-23,Saudi Arabia,-0.17868231
2017-11-24,Saudi Arabia,-0.17868231
2017-11-25,Saudi Arabia,-0.17868231
2017-11-26,Saudi Arabia,-0.17868231
2017-11-27,Saudi Arabia,-0.17868231
2017-11-28,Saudi Arabia,-0.17868231
2017-11-29,Saudi Arabia,-0.17868231
2017-11-30,Saudi Arabia,-0.17868231
2017-12-01,Saudi Arabia,-0.17868231
2017-12-02,Saudi Arabia,-0.17868231
2017-12-03,Saudi Arabia,-0.17868231
2017-12-04,Saudi Arabia,-0.17868231
2017-12-05,Saudi Arabia,-0.17868231
2017-12-06,Saudi Arabia,-0.17868231
2017-12-07,Saudi Arabia,-0.17868231
2017-12-08,Saudi Arabia,-0.17868231
2017-12-09,Saudi Arabia,-0.17868231
2017-12-10,Saudi Arabia,-0.17868231
2017-12-11,Saudi Arabia,-0.17868231
2017-12-12,Saudi Arabia,-0.17868231
2017-12-13,Saudi Arabia,-0.17868231
2017-12-14,Saudi Arabia,-0.17868231
2017-12-15,Saudi Arabia,-0.17868231
2017-12-16,Saudi Arabia,-0.17868231
2017-12-17,Saudi Arabia,-0.17868231
2017-12-18,Saudi Arabia,-0.17868231
2017-12-19,Saudi Arabia,-0.17868231
2017-12-20,Saudi Arabia,-0.17868231
2017-12-21,Saudi Arabia,-0.17868231
2017-12-22,Saudi Arabia,-0.17868231
2017-12-23,Saudi Arabia,-0.17868231
2017-12-24,Saudi Arabia,-0.17868231
2017-12-25,Saudi Arabia,-0.17868231
2017-12-26,Saudi Arabia,-0.17868231
2017-12-27,Saudi Arabia,-0.17868231
2017-12-28,Saudi Arabia,-0.17868231
2017-12-29,Saudi Arabia,-0.17868231
2017-12-30,Saudi Arabia,-0.17868231
2017-12-31,Saudi Arabia,-0.17868231
2018-01-01,Saudi Arabia,1.828443652
2018-01-02,Saudi Arabia,1.828443652
2018-01-03,Saudi Arabia,1.828443652
2018-01-04,Saudi Arabia,1.828443652
2018-01-05,Saudi Arabia,1.828443652
2018-01-06,Saudi Arabia,1.828443652
2018-01-07,Saudi Arabia,1.828443652
2018-01-08,Saudi Arabia,1.828443652
2018-01-09,Saudi Arabia,1.828443652
2018-01-10,Saudi Arabia,1.828443652
2018-01-11,Saudi Arabia,1.828443652
2018-01-12,Saudi Arabia,1.828443652
2018-01-13,Saudi Arabia,1.828443652
2018-01-14,Saudi Arabia,1.828443652
2018-01-15,Saudi Arabia,1.828443652
2018-01-16,Saudi Arabia,1.828443652
2018-01-17,Saudi Arabia,1.828443652
2018-01-18,Saudi Arabia,1.828443652
2018-01-19,Saudi Arabia,1.828443652
2018-01-20,Saudi Arabia,1.828443652
2018-01-21,Saudi Arabia,1.828443652
2018-01-22,Saudi Arabia,1.828443652
2018-01-23,Saudi Arabia,1.828443652
2018-01-24,Saudi Arabia,1.828443652
2018-01-25,Saudi Arabia,1.828443652
2018-01-26,Saudi Arabia,1.828443652
2018-01-27,Saudi Arabia,1.828443652
2018-01-28,Saudi Arabia,1.828443652
2018-01-29,Saudi Arabia,1.828443652
2018-01-30,Saudi Arabia,1.828443652
2018-01-31,Saudi Arabia,1.828443652
2018-02-01,Saudi Arabia,1.828443652
2018-02-02,Saudi Arabia,1.828443652
2018-02-03,Saudi Arabia,1.828443652
2018-02-04,Saudi Arabia,1.828443652
2018-02-05,Saudi Arabia,1.828443652
2018-02-06,Saudi Arabia,1.828443652
